reference_date,horizon,location,output_type_id,term,coefficient,selected_alpha,training_sample_count
2026-01-18,0,SE,0.975,hubdemo-mean3,0,0.01,15
2026-01-18,0,SE,0.975,hubdemo-mean6,0,0.01,15
2026-01-18,0,SE,0.975,hubdemo-persistence,0,0.01,15
2026-01-25,0,SE,0.025,intercept,29,1,16
2026-01-25,0,SE,0.025,hubdemo-damped4,0,1,16
2026-01-25,0,SE,0.025,hubdemo-exptrend4,0,1,16
2026-01-25,0,SE,0.025,hubdemo-linear4,0,1,16
2026-01-25,0,SE,0.025,hubdemo-mean3,0,1,16
2026-01-25,0,SE,0.025,hubdemo-mean6,0,1,16
2026-01-25,0,SE,0.025,hubdemo-persistence,0,1,16
2026-01-25,0,SE,0.1,intercept,33,0.1,16
2026-01-25,0,SE,0.1,hubdemo-damped4,0,0.1,16
2026-01-25,0,SE,0.1,hubdemo-exptrend4,0,0.1,16
2026-01-25,0,SE,0.1,hubdemo-linear4,0,0.1,16
2026-01-25,0,SE,0.1,hubdemo-mean3,0,0.1,16
2026-01-25,0,SE,0.1,hubdemo-mean6,0,0.1,16
2026-01-25,0,SE,0.1,hubdemo-persistence,0,0.1,16
2026-01-25,0,SE,0.25,intercept,20.3837013912,0.1,16
2026-01-25,0,SE,0.25,hubdemo-damped4,0.0370018910432,0.1,16
2026-01-25,0,SE,0.25,hubdemo-exptrend4,0.442227704067,0.1,16
2026-01-25,0,SE,0.25,hubdemo-linear4,0,0.1,16
2026-01-25,0,SE,0.25,hubdemo-mean3,0,0.1,16
2026-01-25,0,SE,0.25,hubdemo-mean6,0,0.1,16
2026-01-25,0,SE,0.25,hubdemo-persistence,0.139871262766,0.1,16
2026-01-25,0,SE,0.5,intercept,32.4884610177,0.01,16
2026-01-25,0,SE,0.5,hubdemo-damped4,0,0.01,16
2026-01-25,0,SE,0.5,hubdemo-exptrend4,0.620348332845,0.01,16
2026-01-25,0,SE,0.5,hubdemo-linear4,0,0.01,16
2026-01-25,0,SE,0.5,hubdemo-mean3,0,0.01,16
2026-01-25,0,SE,0.5,hubdemo-mean6,-0.032042934534,0.01,16
2026-01-25,0,SE,0.5,hubdemo-persistence,-0.0064874716973,0.01,16
2026-01-25,0,SE,0.75,intercept,270.963718276,0.1,16
2026-01-25,0,SE,0.75,hubdemo-damped4,0,0.1,16
2026-01-25,0,SE,0.75,hubdemo-exptrend4,0.520673196199,0.1,16
2026-01-25,0,SE,0.75,hubdemo-linear4,0,0.1,16
2026-01-25,0,SE,0.75,hubdemo-mean3,0,0.1,16
2026-01-25,0,SE,0.75,hubdemo-mean6,0,0.1,16
2026-01-25,0,SE,0.75,hubdemo-persistence,0,0.1,16
2026-01-25,0,SE,0.9,intercept,213.324080863,0.01,16
2026-01-25,0,SE,0.9,hubdemo-damped4,0,0.01,16
2026-01-25,0,SE,0.9,hubdemo-exptrend4,0.668386646234,0.01,16
2026-01-25,0,SE,0.9,hubdemo-linear4,0.146919018959,0.01,16
2026-01-25,0,SE,0.9,hubdemo-mean3,0,0.01,16
2026-01-25,0,SE,0.9,hubdemo-mean6,0,0.01,16
2026-01-25,0,SE,0.9,hubdemo-persistence,0,0.01,16
2026-01-25,0,SE,0.975,intercept,234.146817468,0.01,16
2026-01-25,0,SE,0.975,hubdemo-damped4,0,0.01,16
2026-01-25,0,SE,0.975,hubdemo-exptrend4,0.548626465701,0.01,16
2026-01-25,0,SE,0.975,hubdemo-linear4,0.279279862273,0.01,16
2026-01-25,0,SE,0.975,hubdemo-mean3,0,0.01,16
2026-01-25,0,SE,0.975,hubdemo-mean6,0,0.01,16
2026-01-25,0,SE,0.975,hubdemo-persistence,0,0.01,16
2026-02-01,0,SE,0.025,intercept,29,1,17
2026-02-01,0,SE,0.025,hubdemo-damped4,0,1,17
2026-02-01,0,SE,0.025,hubdemo-exptrend4,0,1,17
2026-02-01,0,SE,0.025,hubdemo-linear4,0,1,17
2026-02-01,0,SE,0.025,hubdemo-mean3,0,1,17
2026-02-01,0,SE,0.025,hubdemo-mean6,0,1,17
2026-02-01,0,SE,0.025,hubdemo-persistence,0,1,17
2026-02-01,0,SE,0.1,intercept,33,0.1,17
2026-02-01,0,SE,0.1,hubdemo-damped4,0,0.1,17
2026-02-01,0,SE,0.1,hubdemo-exptrend4,0,0.1,17
2026-02-01,0,SE,0.1,hubdemo-linear4,0,0.1,17
2026-02-01,0,SE,0.1,hubdemo-mean3,0,0.1,17
2026-02-01,0,SE,0.1,hubdemo-mean6,0,0.1,17
2026-02-01,0,SE,0.1,hubdemo-persistence,0,0.1,17
2026-02-01,0,SE,0.25,intercept,20.3837013912,0.1,17
2026-02-01,0,SE,0.25,hubdemo-damped4,0.0370018910432,0.1,17
2026-02-01,0,SE,0.25,hubdemo-exptrend4,0.442227704067,0.1,17
2026-02-01,0,SE,0.25,hubdemo-linear4,0,0.1,17
2026-02-01,0,SE,0.25,hubdemo-mean3,0,0.1,17
2026-02-01,0,SE,0.25,hubdemo-mean6,0,0.1,17
2026-02-01,0,SE,0.25,hubdemo-persistence,0.139871262766,0.1,17
2026-02-01,0,SE,0.5,intercept,32.4926807244,0.01,17
2026-02-01,0,SE,0.5,hubdemo-damped4,0,0.01,17
2026-02-01,0,SE,0.5,hubdemo-exptrend4,0.635383055389,0.01,17
2026-02-01,0,SE,0.5,hubdemo-linear4,-0.0393730848422,0.01,17
2026-02-01,0,SE,0.5,hubdemo-mean3,0,0.01,17
2026-02-01,0,SE,0.5,hubdemo-mean6,0,0.01,17
2026-02-01,0,SE,0.5,hubdemo-persistence,0,0.01,17
2026-02-01,0,SE,0.75,intercept,264.881055514,0.1,17
2026-02-01,0,SE,0.75,hubdemo-damped4,0,0.1,17
2026-02-01,0,SE,0.75,hubdemo-exptrend4,0.502758428079,0.1,17
2026-02-01,0,SE,0.75,hubdemo-linear4,0,0.1,17
2026-02-01,0,SE,0.75,hubdemo-mean3,0,0.1,17
2026-02-01,0,SE,0.75,hubdemo-mean6,0.116359670139,0.1,17
2026-02-01,0,SE,0.75,hubdemo-persistence,0,0.1,17
2026-02-01,0,SE,0.9,intercept,212.207495045,0.01,17
2026-02-01,0,SE,0.9,hubdemo-damped4,0,0.01,17
2026-02-01,0,SE,0.9,hubdemo-exptrend4,0.637699113823,0.01,17
2026-02-01,0,SE,0.9,hubdemo-linear4,0.220052422392,0.01,17
2026-02-01,0,SE,0.9,hubdemo-mean3,0,0.01,17
2026-02-01,0,SE,0.9,hubdemo-mean6,-0.0786185580784,0.01,17
2026-02-01,0,SE,0.9,hubdemo-persistence,0,0.01,17
2026-02-01,0,SE,0.975,intercept,234.146817468,0.01,17
2026-02-01,0,SE,0.975,hubdemo-damped4,0,0.01,17
2026-02-01,0,SE,0.975,hubdemo-exptrend4,0.548626465701,0.01,17
2026-02-01,0,SE,0.975,hubdemo-linear4,0.279279862273,0.01,17
2026-02-01,0,SE,0.975,hubdemo-mean3,0,0.01,17
2026-02-01,0,SE,0.975,hubdemo-mean6,0,0.01,17
2026-02-01,0,SE,0.975,hubdemo-persistence,0,0.01,17
2026-02-08,0,SE,0.025,intercept,29,1,18
2026-02-08,0,SE,0.025,hubdemo-damped4,0,1,18
2026-02-08,0,SE,0.025,hubdemo-exptrend4,0,1,18
2026-02-08,0,SE,0.025,hubdemo-linear4,0,1,18
2026-02-08,0,SE,0.025,hubdemo-mean3,0,1,18
2026-02-08,0,SE,0.025,hubdemo-mean6,0,1,18
2026-02-08,0,SE,0.025,hubdemo-persistence,0,1,18
2026-02-08,0,SE,0.1,intercept,33,0.1,18
2026-02-08,0,SE,0.1,hubdemo-damped4,0,0.1,18
2026-02-08,0,SE,0.1,hubdemo-exptrend4,0,0.1,18
2026-02-08,0,SE,0.1,hubdemo-linear4,0,0.1,18
2026-02-08,0,SE,0.1,hubdemo-mean3,0,0.1,18
2026-02-08,0,SE,0.1,hubdemo-mean6,0,0.1,18
2026-02-08,0,SE,0.1,hubdemo-persistence,0,0.1,18
2026-02-08,0,SE,0.25,intercept,20.5237197988,0.1,18
2026-02-08,0,SE,0.25,hubdemo-damped4,0,0.1,18
2026-02-08,0,SE,0.25,hubdemo-exptrend4,0.452803298561,0.1,18
2026-02-08,0,SE,0.25,hubdemo-linear4,0,0.1,18
2026-02-08,0,SE,0.25,hubdemo-mean3,0,0.1,18
2026-02-08,0,SE,0.25,hubdemo-mean6,0,0.1,18
2026-02-08,0,SE,0.25,hubdemo-persistence,0.164888946034,0.1,18
2026-02-08,0,SE,0.5,intercept,33.9389599608,0.01,18
2026-02-08,0,SE,0.5,hubdemo-damped4,0,0.01,18
2026-02-08,0,SE,0.5,hubdemo-exptrend4,0.817220469692,0.01,18
2026-02-08,0,SE,0.5,hubdemo-linear4,-0.82166492593,0.01,18
2026-02-08,0,SE,0.5,hubdemo-mean3,0,0.01,18
2026-02-08,0,SE,0.5,hubdemo-mean6,0.241117464067,0.01,18
2026-02-08,0,SE,0.5,hubdemo-persistence,0.495748037013,0.01,18
2026-02-08,0,SE,0.75,intercept,264.881055514,0.1,18
2026-02-08,0,SE,0.75,hubdemo-damped4,0,0.1,18
2026-02-08,0,SE,0.75,hubdemo-exptrend4,0.502758428079,0.1,18
2026-02-08,0,SE,0.75,hubdemo-linear4,0,0.1,18
2026-02-08,0,SE,0.75,hubdemo-mean3,0,0.1,18
2026-02-08,0,SE,0.75,hubdemo-mean6,0.116359670139,0.1,18
2026-02-08,0,SE,0.75,hubdemo-persistence,0,0.1,18
2026-02-08,0,SE,0.9,intercept,211.021752871,0.01,18
2026-02-08,0,SE,0.9,hubdemo-damped4,0,0.01,18
2026-02-08,0,SE,0.9,hubdemo-exptrend4,0.643717774019,0.01,18
2026-02-08,0,SE,0.9,hubdemo-linear4,0,0.01,18
2026-02-08,0,SE,0.9,hubdemo-mean3,0,0.01,18
2026-02-08,0,SE,0.9,hubdemo-mean6,0.254984233346,0.01,18
2026-02-08,0,SE,0.9,hubdemo-persistence,0.0762158749504,0.01,18
2026-02-08,0,SE,0.975,intercept,236.094209659,0.01,18
2026-02-08,0,SE,0.975,hubdemo-damped4,0,0.01,18
2026-02-08,0,SE,0.975,hubdemo-exptrend4,0.592789486737,0.01,18
2026-02-08,0,SE,0.975,hubdemo-linear4,0,0.01,18
2026-02-08,0,SE,0.975,hubdemo-mean3,0,0.01,18
2026-02-08,0,SE,0.975,hubdemo-mean6,0.20173050313,0.01,18
2026-02-08,0,SE,0.975,hubdemo-persistence,0.169509867936,0.01,18
2026-02-15,0,SE,0.025,intercept,29,1,19
2026-02-15,0,SE,0.025,hubdemo-damped4,0,1,19
2026-02-15,0,SE,0.025,hubdemo-exptrend4,0,1,19
2026-02-15,0,SE,0.025,hubdemo-linear4,0,1,19
2026-02-15,0,SE,0.025,hubdemo-mean3,0,1,19
2026-02-15,0,SE,0.025,hubdemo-mean6,0,1,19
2026-02-15,0,SE,0.025,hubdemo-persistence,0,1,19
2026-02-15,0,SE,0.1,intercept,33,0.1,19
2026-02-15,0,SE,0.1,hubdemo-damped4,0,0.1,19
2026-02-15,0,SE,0.1,hubdemo-exptrend4,0,0.1,19
2026-02-15,0,SE,0.1,hubdemo-linear4,0,0.1,19
2026-02-15,0,SE,0.1,hubdemo-mean3,0,0.1,19
2026-02-15,0,SE,0.1,hubdemo-mean6,0,0.1,19
2026-02-15,0,SE,0.1,hubdemo-persistence,0,0.1,19
2026-02-15,0,SE,0.25,intercept,20.5237197988,0.1,19
2026-02-15,0,SE,0.25,hubdemo-damped4,0,0.1,19
2026-02-15,0,SE,0.25,hubdemo-exptrend4,0.452803298561,0.1,19
2026-02-15,0,SE,0.25,hubdemo-linear4,0,0.1,19
2026-02-15,0,SE,0.25,hubdemo-mean3,0,0.1,19
2026-02-15,0,SE,0.25,hubdemo-mean6,0,0.1,19
2026-02-15,0,SE,0.25,hubdemo-persistence,0.164888946034,0.1,19
2026-02-15,0,SE,0.5,intercept,27.8745285233,0.01,19
2026-02-15,0,SE,0.5,hubdemo-damped4,0,0.01,19
2026-02-15,0,SE,0.5,hubdemo-exptrend4,0.699055766545,0.01,19
2026-02-15,0,SE,0.5,hubdemo-linear4,0,0.01,19
2026-02-15,0,SE,0.5,hubdemo-mean3,-1.12653864269,0.01,19
2026-02-15,0,SE,0.5,hubdemo-mean6,1.22378983769,0.01,19
2026-02-15,0,SE,0.5,hubdemo-persistence,0.093639863987,0.01,19
2026-02-15,0,SE,0.75,intercept,196.163620957,0.1,19
2026-02-15,0,SE,0.75,hubdemo-damped4,0,0.1,19
2026-02-15,0,SE,0.75,hubdemo-exptrend4,0.114609666601,0.1,19
2026-02-15,0,SE,0.75,hubdemo-linear4,0,0.1,19
2026-02-15,0,SE,0.75,hubdemo-mean3,0,0.1,19
2026-02-15,0,SE,0.75,hubdemo-mean6,0,0.1,19
2026-02-15,0,SE,0.75,hubdemo-persistence,0.86107680092,0.1,19
2026-02-15,0,SE,0.9,intercept,246.729582911,0.01,19
2026-02-15,0,SE,0.9,hubdemo-damped4,0,0.01,19
2026-02-15,0,SE,0.9,hubdemo-exptrend4,0.64218861114,0.01,19
2026-02-15,0,SE,0.9,hubdemo-linear4,0,0.01,19
2026-02-15,0,SE,0.9,hubdemo-mean3,-0.0725843423787,0.01,19
2026-02-15,0,SE,0.9,hubdemo-mean6,0.466564145918,0.01,19
2026-02-15,0,SE,0.9,hubdemo-persistence,0,0.01,19
2026-02-15,0,SE,0.975,intercept,288.877005537,0.01,19
2026-02-15,0,SE,0.975,hubdemo-damped4,0,0.01,19
2026-02-15,0,SE,0.975,hubdemo-exptrend4,0.604522238516,0.01,19
2026-02-15,0,SE,0.975,hubdemo-linear4,0,0.01,19
2026-02-15,0,SE,0.975,hubdemo-mean3,0,0.01,19
2026-02-15,0,SE,0.975,hubdemo-mean6,0.406977682803,0.01,19
2026-02-15,0,SE,0.975,hubdemo-persistence,0,0.01,19
2026-02-22,0,SE,0.025,intercept,29,1,20
2026-02-22,0,SE,0.025,hubdemo-damped4,0,1,20
2026-02-22,0,SE,0.025,hubdemo-exptrend4,0,1,20
2026-02-22,0,SE,0.025,hubdemo-linear4,0,1,20
2026-02-22,0,SE,0.025,hubdemo-mean3,0,1,20
2026-02-22,0,SE,0.025,hubdemo-mean6,0,1,20
2026-02-22,0,SE,0.025,hubdemo-persistence,0,1,20
2026-02-22,0,SE,0.1,intercept,20.9111111111,0.1,20
2026-02-22,0,SE,0.1,hubdemo-damped4,0,0.1,20
2026-02-22,0,SE,0.1,hubdemo-exptrend4,0,0.1,20
2026-02-22,0,SE,0.1,hubdemo-linear4,0,0.1,20
2026-02-22,0,SE,0.1,hubdemo-mean3,0,0.1,20
2026-02-22,0,SE,0.1,hubdemo-mean6,0,0.1,20
2026-02-22,0,SE,0.1,hubdemo-persistence,0.577777777778,0.1,20
2026-02-22,0,SE,0.25,intercept,20.3980997317,0.1,20
2026-02-22,0,SE,0.25,hubdemo-damped4,0,0.1,20
2026-02-22,0,SE,0.25,hubdemo-exptrend4,0.447943744688,0.1,20
2026-02-22,0,SE,0.25,hubdemo-linear4,0,0.1,20
2026-02-22,0,SE,0.25,hubdemo-mean3,0,0.1,20
2026-02-22,0,SE,0.25,hubdemo-mean6,0,0.1,20
2026-02-22,0,SE,0.25,hubdemo-persistence,0.174081992261,0.1,20
2026-02-22,0,SE,0.5,intercept,27.2373781382,0.01,20
2026-02-22,0,SE,0.5,hubdemo-damped4,0.122297302331,0.01,20
2026-02-22,0,SE,0.5,hubdemo-exptrend4,0.687415903242,0.01,20
2026-02-22,0,SE,0.5,hubdemo-linear4,0,0.01,20
2026-02-22,0,SE,0.5,hubdemo-mean3,-1.26006460954,0.01,20
2026-02-22,0,SE,0.5,hubdemo-mean6,1.36390761517,0.01,20
2026-02-22,0,SE,0.5,hubdemo-persistence,0,0.01,20
2026-02-22,0,SE,0.75,intercept,187.620582904,0.1,20
2026-02-22,0,SE,0.75,hubdemo-damped4,0.118514749676,0.1,20
2026-02-22,0,SE,0.75,hubdemo-exptrend4,0.059530787078,0.1,20
2026-02-22,0,SE,0.75,hubdemo-linear4,0,0.1,20
2026-02-22,0,SE,0.75,hubdemo-mean3,0,0.1,20
2026-02-22,0,SE,0.75,hubdemo-mean6,0,0.1,20
2026-02-22,0,SE,0.75,hubdemo-persistence,0.831173009113,0.1,20
2026-02-22,0,SE,0.9,intercept,246.729582911,0.01,20
2026-02-22,0,SE,0.9,hubdemo-damped4,0,0.01,20
2026-02-22,0,SE,0.9,hubdemo-exptrend4,0.64218861114,0.01,20
2026-02-22,0,SE,0.9,hubdemo-linear4,0,0.01,20
2026-02-22,0,SE,0.9,hubdemo-mean3,-0.0725843423787,0.01,20
2026-02-22,0,SE,0.9,hubdemo-mean6,0.466564145918,0.01,20
2026-02-22,0,SE,0.9,hubdemo-persistence,0,0.01,20
2026-02-22,0,SE,0.975,intercept,288.877005537,0.01,20
2026-02-22,0,SE,0.975,hubdemo-damped4,0,0.01,20
2026-02-22,0,SE,0.975,hubdemo-exptrend4,0.604522238516,0.01,20
2026-02-22,0,SE,0.975,hubdemo-linear4,0,0.01,20
2026-02-22,0,SE,0.975,hubdemo-mean3,0,0.01,20
2026-02-22,0,SE,0.975,hubdemo-mean6,0.406977682803,0.01,20
2026-02-22,0,SE,0.975,hubdemo-persistence,0,0.01,20
2026-03-01,0,SE,0.025,intercept,29,1,21
2026-03-01,0,SE,0.025,hubdemo-damped4,0,1,21
2026-03-01,0,SE,0.025,hubdemo-exptrend4,0,1,21
2026-03-01,0,SE,0.025,hubdemo-linear4,0,1,21
2026-03-01,0,SE,0.025,hubdemo-mean3,0,1,21
2026-03-01,0,SE,0.025,hubdemo-mean6,0,1,21
2026-03-01,0,SE,0.025,hubdemo-persistence,0,1,21
2026-03-01,0,SE,0.1,intercept,14.8048892989,0.1,21
2026-03-01,0,SE,0.1,hubdemo-damped4,0,0.1,21
2026-03-01,0,SE,0.1,hubdemo-exptrend4,0,0.1,21
2026-03-01,0,SE,0.1,hubdemo-linear4,0,0.1,21
2026-03-01,0,SE,0.1,hubdemo-mean3,0,0.1,21
2026-03-01,0,SE,0.1,hubdemo-mean6,0,0.1,21
2026-03-01,0,SE,0.1,hubdemo-persistence,0.681273062731,0.1,21
2026-03-01,0,SE,0.25,intercept,20.3980997317,0.1,21
2026-03-01,0,SE,0.25,hubdemo-damped4,0,0.1,21
2026-03-01,0,SE,0.25,hubdemo-exptrend4,0.447943744688,0.1,21
2026-03-01,0,SE,0.25,hubdemo-linear4,0,0.1,21
2026-03-01,0,SE,0.25,hubdemo-mean3,0,0.1,21
2026-03-01,0,SE,0.25,hubdemo-mean6,0,0.1,21
2026-03-01,0,SE,0.25,hubdemo-persistence,0.174081992261,0.1,21
2026-03-01,0,SE,0.5,intercept,27.6138139552,0.01,21
2026-03-01,0,SE,0.5,hubdemo-damped4,0.0862819959881,0.01,21
2026-03-01,0,SE,0.5,hubdemo-exptrend4,0.693169182209,0.01,21
2026-03-01,0,SE,0.5,hubdemo-linear4,0,0.01,21
2026-03-01,0,SE,0.5,hubdemo-mean3,-1.15494252121,0.01,21
2026-03-01,0,SE,0.5,hubdemo-mean6,1.27271884642,0.01,21
2026-03-01,0,SE,0.5,hubdemo-persistence,0,0.01,21
2026-03-01,0,SE,0.75,intercept,355.739936911,0.1,21
2026-03-01,0,SE,0.75,hubdemo-damped4,0.275241664312,0.1,21
2026-03-01,0,SE,0.75,hubdemo-exptrend4,0.0255671590773,0.1,21
2026-03-01,0,SE,0.75,hubdemo-linear4,0,0.1,21
2026-03-01,0,SE,0.75,hubdemo-mean3,0,0.1,21
2026-03-01,0,SE,0.75,hubdemo-mean6,0,0.1,21
2026-03-01,0,SE,0.75,hubdemo-persistence,0.579188651619,0.1,21
2026-03-01,0,SE,0.9,intercept,246.729582911,0.01,21
2026-03-01,0,SE,0.9,hubdemo-damped4,0,0.01,21
2026-03-01,0,SE,0.9,hubdemo-exptrend4,0.64218861114,0.01,21
2026-03-01,0,SE,0.9,hubdemo-linear4,0,0.01,21
2026-03-01,0,SE,0.9,hubdemo-mean3,-0.0725843423787,0.01,21
2026-03-01,0,SE,0.9,hubdemo-mean6,0.466564145918,0.01,21
2026-03-01,0,SE,0.9,hubdemo-persistence,0,0.01,21
2026-03-01,0,SE,0.975,intercept,288.877005537,0.01,21
2026-03-01,0,SE,0.975,hubdemo-damped4,0,0.01,21
2026-03-01,0,SE,0.975,hubdemo-exptrend4,0.604522238516,0.01,21
2026-03-01,0,SE,0.975,hubdemo-linear4,0,0.01,21
2026-03-01,0,SE,0.975,hubdemo-mean3,0,0.01,21
2026-03-01,0,SE,0.975,hubdemo-mean6,0.406977682803,0.01,21
2026-03-01,0,SE,0.975,hubdemo-persistence,0,0.01,21
2026-03-08,0,SE,0.025,intercept,29,1,22
2026-03-08,0,SE,0.025,hubdemo-damped4,0,1,22
2026-03-08,0,SE,0.025,hubdemo-exptrend4,0,1,22
2026-03-08,0,SE,0.025,hubdemo-linear4,0,1,22
2026-03-08,0,SE,0.025,hubdemo-mean3,0,1,22
2026-03-08,0,SE,0.025,hubdemo-mean6,0,1,22
2026-03-08,0,SE,0.025,hubdemo-persistence,0,1,22
2026-03-08,0,SE,0.1,intercept,14.8048892989,0.1,22
2026-03-08,0,SE,0.1,hubdemo-damped4,0,0.1,22
2026-03-08,0,SE,0.1,hubdemo-exptrend4,0,0.1,22
2026-03-08,0,SE,0.1,hubdemo-linear4,0,0.1,22
2026-03-08,0,SE,0.1,hubdemo-mean3,0,0.1,22
2026-03-08,0,SE,0.1,hubdemo-mean6,0,0.1,22
2026-03-08,0,SE,0.1,hubdemo-persistence,0.681273062731,0.1,22
2026-03-08,0,SE,0.25,intercept,20.3980997317,0.1,22
2026-03-08,0,SE,0.25,hubdemo-damped4,0,0.1,22
2026-03-08,0,SE,0.25,hubdemo-exptrend4,0.447943744688,0.1,22
2026-03-08,0,SE,0.25,hubdemo-linear4,0,0.1,22
2026-03-08,0,SE,0.25,hubdemo-mean3,0,0.1,22
2026-03-08,0,SE,0.25,hubdemo-mean6,0,0.1,22
2026-03-08,0,SE,0.25,hubdemo-persistence,0.174081992261,0.1,22
2026-03-08,0,SE,0.5,intercept,27.8745285233,0.01,22
2026-03-08,0,SE,0.5,hubdemo-damped4,0,0.01,22
2026-03-08,0,SE,0.5,hubdemo-exptrend4,0.699055766545,0.01,22
2026-03-08,0,SE,0.5,hubdemo-linear4,0,0.01,22
2026-03-08,0,SE,0.5,hubdemo-mean3,-1.12653864269,0.01,22
2026-03-08,0,SE,0.5,hubdemo-mean6,1.22378983769,0.01,22
2026-03-08,0,SE,0.5,hubdemo-persistence,0.093639863987,0.01,22
2026-03-08,0,SE,0.75,intercept,370.748654274,0.1,22
2026-03-08,0,SE,0.75,hubdemo-damped4,0,0.1,22
2026-03-08,0,SE,0.75,hubdemo-exptrend4,0.152436835132,0.1,22
2026-03-08,0,SE,0.75,hubdemo-linear4,0,0.1,22
2026-03-08,0,SE,0.75,hubdemo-mean3,0,0.1,22
2026-03-08,0,SE,0.75,hubdemo-mean6,0,0.1,22
2026-03-08,0,SE,0.75,hubdemo-persistence,0.65435913753,0.1,22
2026-03-08,0,SE,0.9,intercept,246.729582911,0.01,22
2026-03-08,0,SE,0.9,hubdemo-damped4,0,0.01,22
2026-03-08,0,SE,0.9,hubdemo-exptrend4,0.64218861114,0.01,22
2026-03-08,0,SE,0.9,hubdemo-linear4,0,0.01,22
2026-03-08,0,SE,0.9,hubdemo-mean3,-0.0725843423787,0.01,22
2026-03-08,0,SE,0.9,hubdemo-mean6,0.466564145918,0.01,22
2026-03-08,0,SE,0.9,hubdemo-persistence,0,0.01,22
2026-03-08,0,SE,0.975,intercept,288.877005537,0.01,22
2026-03-08,0,SE,0.975,hubdemo-damped4,0,0.01,22
2026-03-08,0,SE,0.975,hubdemo-exptrend4,0.604522238516,0.01,22
2026-03-08,0,SE,0.975,hubdemo-linear4,0,0.01,22
2026-03-08,0,SE,0.975,hubdemo-mean3,0,0.01,22
2026-03-08,0,SE,0.975,hubdemo-mean6,0.406977682803,0.01,22
2026-03-08,0,SE,0.975,hubdemo-persistence,0,0.01,22
2026-03-15,0,SE,0.025,intercept,29,1,23
2026-03-15,0,SE,0.025,hubdemo-damped4,0,1,23
2026-03-15,0,SE,0.025,hubdemo-exptrend4,0,1,23
2026-03-15,0,SE,0.025,hubdemo-linear4,0,1,23
2026-03-15,0,SE,0.025,hubdemo-mean3,0,1,23
2026-03-15,0,SE,0.025,hubdemo-mean6,0,1,23
2026-03-15,0,SE,0.025,hubdemo-persistence,0,1,23
2026-03-15,0,SE,0.1,intercept,19.7919123842,0.1,23
2026-03-15,0,SE,0.1,hubdemo-damped4,0,0.1,23
2026-03-15,0,SE,0.1,hubdemo-exptrend4,0,0.1,23
2026-03-15,0,SE,0.1,hubdemo-linear4,0,0.1,23
2026-03-15,0,SE,0.1,hubdemo-mean3,0,0.1,23
2026-03-15,0,SE,0.1,hubdemo-mean6,0,0.1,23
2026-03-15,0,SE,0.1,hubdemo-persistence,0.603201347936,0.1,23
2026-03-15,0,SE,0.25,intercept,20.3837013912,0.1,23
2026-03-15,0,SE,0.25,hubdemo-damped4,0.0370018910432,0.1,23
2026-03-15,0,SE,0.25,hubdemo-exptrend4,0.442227704067,0.1,23
2026-03-15,0,SE,0.25,hubdemo-linear4,0,0.1,23
2026-03-15,0,SE,0.25,hubdemo-mean3,0,0.1,23
2026-03-15,0,SE,0.25,hubdemo-mean6,0,0.1,23
2026-03-15,0,SE,0.25,hubdemo-persistence,0.139871262766,0.1,23
2026-03-15,0,SE,0.5,intercept,27.5336144789,0.01,23
2026-03-15,0,SE,0.5,hubdemo-damped4,0,0.01,23
2026-03-15,0,SE,0.5,hubdemo-exptrend4,0.635787259172,0.01,23
2026-03-15,0,SE,0.5,hubdemo-linear4,-0.0392313380158,0.01,23
2026-03-15,0,SE,0.5,hubdemo-mean3,-1.50968991174,0.01,23
2026-03-15,0,SE,0.5,hubdemo-mean6,1.3274586445,0.01,23
2026-03-15,0,SE,0.5,hubdemo-persistence,0.463771538271,0.01,23
2026-03-15,0,SE,0.75,intercept,401.303670517,0.1,23
2026-03-15,0,SE,0.75,hubdemo-damped4,0,0.1,23
2026-03-15,0,SE,0.75,hubdemo-exptrend4,0.422993760913,0.1,23
2026-03-15,0,SE,0.75,hubdemo-linear4,0,0.1,23
2026-03-15,0,SE,0.75,hubdemo-mean3,0,0.1,23
2026-03-15,0,SE,0.75,hubdemo-mean6,0.276273947335,0.1,23
2026-03-15,0,SE,0.75,hubdemo-persistence,0,0.1,23
2026-03-15,0,SE,0.9,intercept,246.729582911,0.01,23
2026-03-15,0,SE,0.9,hubdemo-damped4,0,0.01,23
2026-03-15,0,SE,0.9,hubdemo-exptrend4,0.64218861114,0.01,23
2026-03-15,0,SE,0.9,hubdemo-linear4,0,0.01,23
2026-03-15,0,SE,0.9,hubdemo-mean3,-0.0725843423787,0.01,23
2026-03-15,0,SE,0.9,hubdemo-mean6,0.466564145918,0.01,23
2026-03-15,0,SE,0.9,hubdemo-persistence,0,0.01,23
2026-03-15,0,SE,0.975,intercept,288.877005537,0.01,23
2026-03-15,0,SE,0.975,hubdemo-damped4,0,0.01,23
2026-03-15,0,SE,0.975,hubdemo-exptrend4,0.604522238516,0.01,23
2026-03-15,0,SE,0.975,hubdemo-linear4,0,0.01,23
2026-03-15,0,SE,0.975,hubdemo-mean3,0,0.01,23
2026-03-15,0,SE,0.975,hubdemo-mean6,0.406977682803,0.01,23
2026-03-15,0,SE,0.975,hubdemo-persistence,0,0.01,23
2026-03-22,0,SE,0.025,intercept,29,1,24
2026-03-22,0,SE,0.025,hubdemo-damped4,0,1,24
